Date,Open,High,Low,Close,Adj Close,Volume
2016-06-21,43.564854,43.973530,42.556786,42.856480,42.012913,3180115
2016-06-22,43.210667,43.374138,41.902905,42.311581,41.478745,4106076
2016-06-23,42.475052,43.210667,41.548717,42.938217,42.093044,5537212
2016-06-24,40.867592,41.330757,39.396358,40.431671,39.635834,5617427
2016-06-27,40.649632,41.466984,39.832279,41.167286,40.356976,3331651
2016-06-28,41.249023,44.954350,41.085552,44.382206,43.508617,14977945
2016-06-29,44.818127,45.689968,44.028019,45.390270,44.496834,8713634
2016-06-30,45.553741,47.815083,45.363026,47.270180,46.339741,9513478
2016-07-01,47.433651,47.542633,45.989662,46.125889,45.217976,4926955
2016-07-04,46.316605,47.324673,46.180378,46.861504,45.939106,4389525
2016-07-05,46.643543,47.106712,45.853439,46.098644,45.191261,4880851
2016-07-07,46.071400,46.534565,45.444763,45.580986,44.683800,3419333
2016-07-08,45.608231,45.771702,43.946285,44.654655,43.775696,4342598
2016-07-11,45.226803,45.935173,44.736389,45.608231,44.710499,4478982
2016-07-12,45.935173,46.234867,45.308537,45.744457,44.844051,4933490
2016-07-13,45.989662,46.561810,44.463940,44.872616,43.989368,5360149
2016-07-14,44.899860,45.335781,44.491184,44.654655,43.775696,3366956
2016-07-15,44.872616,45.580986,43.592098,44.082508,43.214813,4422082
2016-07-18,44.409451,45.826195,43.646587,44.191490,43.321648,6300888
2016-07-19,44.028019,44.681900,43.319649,43.728325,42.867603,4267228
2016-07-20,43.946285,45.580986,43.728325,45.199554,44.309872,7248467
2016-07-21,45.335781,46.044151,43.864548,44.191490,43.321648,5338705
2016-07-22,43.810059,44.790882,43.810059,44.463940,43.588737,4153765
2016-07-25,44.409451,44.572922,43.592098,44.055264,43.188110,6642295
2016-07-26,44.245979,46.452827,44.191490,45.172310,44.283165,14027560
2016-07-27,45.281292,45.880684,44.790882,45.145065,44.256458,9301461
2016-07-28,45.281292,45.771702,43.483116,44.845371,43.962662,52012681
2016-07-29,43.973530,44.736389,43.646587,43.946285,43.081280,7206920
2016-08-01,44.191490,44.545673,40.731365,42.366070,41.532158,8520575
2016-08-02,42.229843,43.047195,42.066376,42.393314,41.558868,5121353
2016-08-03,42.229843,42.611275,40.785854,40.949326,40.143307,6990512
2016-08-04,41.276268,42.066376,40.458916,41.712189,40.891155,4363036
2016-08-05,42.011883,42.311581,41.140041,42.093620,41.265072,6216275
2016-08-08,42.338825,43.156178,41.957394,42.883724,42.039627,4328727
2016-08-09,42.801991,43.210667,41.848415,42.284336,41.452034,4575831
2016-08-10,42.393314,44.354961,41.684944,43.537609,42.680645,22730605
2016-08-11,43.592098,43.728325,40.649632,41.358002,40.543938,10262382
2016-08-12,41.466984,41.603207,40.595142,40.867592,40.063179,4789062
2016-08-16,40.976570,41.303513,40.050240,40.268200,39.475586,6591779
2016-08-17,40.322689,41.167286,40.240955,40.540649,39.742668,5498363
2016-08-18,40.704121,41.303513,40.540649,40.731365,39.929634,4474693
2016-08-19,40.813103,42.693012,40.731365,41.930149,41.104816,13148637
2016-08-22,41.930149,41.930149,40.622387,40.867592,40.063179,5673853
2016-08-23,40.813103,41.085552,40.159222,40.567898,39.769386,4062899
2016-08-24,40.431671,41.058308,40.377182,40.785854,39.983051,4865911
2016-08-25,40.867592,41.058308,39.777790,39.914017,39.128368,6835484
2016-08-26,39.968506,40.322689,39.069420,39.369114,38.594196,4364418
2016-08-29,38.470024,40.458916,38.442780,39.641563,38.861279,10825980
2016-08-30,39.777790,40.268200,39.641563,39.968506,39.181789,4425550
2016-08-31,40.131973,40.295444,39.559830,39.668808,38.887989,3876489
2016-09-01,39.723297,40.050240,38.252068,38.415535,37.659386,4977470
2016-09-02,38.606251,39.096664,38.497272,38.742477,37.979889,3469164
2016-09-06,38.987682,39.696053,38.987682,39.287376,38.514065,4055078
2016-09-07,39.450848,40.213711,39.069420,39.478092,38.701023,4672665
2016-09-08,39.641563,40.813103,39.341869,40.567898,39.769386,6031889
2016-09-09,40.731365,40.731365,39.914017,40.022995,39.235203,3121694
2016-09-12,39.505341,39.505341,36.562874,38.115841,37.365593,4306496
2016-09-14,38.170330,39.096664,38.143085,38.851456,38.086727,3977495
2016-09-15,38.960438,39.232887,38.361046,38.769722,38.006603,1811743
2016-09-16,38.960438,39.505341,37.352978,37.652676,36.911541,12219607
2016-09-19,37.870636,38.497272,37.761654,38.143085,37.392300,2856014
2016-09-20,38.252068,38.878700,38.252068,38.415535,37.659386,4768877
2016-09-21,38.633495,39.096664,38.306557,38.660744,37.899769,4374994
2016-09-22,39.014927,39.369114,38.551762,39.151154,38.380524,4558398
2016-09-23,39.450848,39.696053,38.878700,39.014927,38.246983,4331006
2016-09-26,38.905949,39.287376,38.115841,38.279312,37.525841,3588558
2016-09-27,38.497272,38.905949,38.333801,38.415535,37.659386,3363070
2016-09-28,38.415535,39.123909,38.415535,38.769722,38.006603,2625123
2016-09-29,39.069420,39.287376,34.928169,35.364090,34.667999,9283018
2016-09-30,35.309601,36.126949,34.492249,35.800011,35.095341,5643033
2016-10-03,35.963482,36.699097,35.963482,36.508381,35.789772,2435232
2016-10-04,36.780830,37.434715,36.508381,37.053284,36.323948,4761110
2016-10-05,37.271244,37.489204,36.562874,36.862568,36.136990,2904432
2016-10-06,37.053284,37.352978,36.045216,36.372158,35.656227,2998323
2016-10-07,36.590118,37.243999,36.126949,36.971546,36.243824,5426409
2016-10-10,37.243999,38.333801,36.562874,37.625427,36.884834,9051818
2016-10-13,37.570938,37.979614,36.535625,36.726341,36.003445,4018770
2016-10-14,36.944302,37.325733,36.562874,36.835323,36.110275,3967572
2016-10-17,36.998795,37.570938,36.235931,36.726341,36.003445,5609924
2016-10-18,37.026039,37.461960,36.889812,37.352978,36.617748,2036798
2016-10-19,37.543694,37.925125,37.271244,37.679920,36.938251,3772621
2016-10-20,37.870636,39.042171,37.761654,38.769722,38.006603,4863051
2016-10-21,38.960438,39.369114,38.470024,38.905949,38.140144,5021877
2016-10-24,39.178398,39.668808,38.742477,38.905949,38.140144,5009177
2016-10-25,38.143085,38.415535,36.399403,36.780830,36.056862,12491285
2016-10-26,36.780830,37.107773,36.508381,36.671852,35.950027,4232086
2016-10-27,36.753586,36.753586,36.154198,36.481136,35.763062,4514117
2016-10-28,36.590118,36.917057,36.072460,36.453892,35.736351,4370843
2016-11-01,36.671852,36.726341,36.290421,36.372158,35.656227,2748250
2016-11-02,36.072460,36.072460,35.173374,35.282352,34.587875,5549840
2016-11-03,35.200619,35.718273,35.091640,35.146130,34.454330,2929536
2016-11-04,35.255108,35.418579,33.674896,34.001835,33.332561,4715639
2016-11-07,34.437756,34.682964,34.247044,34.383266,33.706490,1975513
2016-11-08,34.601227,36.372158,34.029079,35.309601,34.614582,7528276
2016-11-09,32.585094,34.110817,31.794987,33.729385,33.065475,5306548
2016-11-10,34.383266,36.780830,34.328777,35.500317,34.801548,5593644
2016-11-11,34.873676,36.453892,34.519493,34.846432,34.160534,3677126
2016-11-15,35.037148,35.091640,32.476112,33.702141,33.038769,4001574
2016-11-16,34.138062,34.492249,33.429691,33.756630,33.092186,3095375
2016-11-17,33.892857,34.873676,33.783875,34.301533,33.626358,2968862
2016-11-18,34.274288,35.418579,33.920101,35.064396,34.374207,4611742
2016-11-21,35.609295,35.609295,33.620403,34.219795,33.546230,3485853
2016-11-22,34.410511,34.819187,33.565914,34.083572,33.412693,2372868
2016-11-23,34.356022,34.873676,34.110817,34.519493,33.840031,2428579
2016-11-24,34.274288,34.519493,33.402447,33.593159,32.931934,3539870
2016-11-25,33.974590,35.009903,33.783875,34.628471,33.946861,4180924
2016-11-28,34.573982,36.290421,34.328777,35.745522,35.041924,4605104
2016-11-29,35.800011,36.753586,35.718273,36.208687,35.495975,3342447
2016-11-30,36.235931,37.380222,36.235931,37.080528,36.350662,3278166
2016-12-01,37.216751,37.543694,36.290421,36.590118,35.869896,1688975
2016-12-02,36.399403,38.497272,36.235931,37.080528,36.350662,8445084
2016-12-05,37.053284,39.042171,36.562874,37.952370,37.205334,8203002
2016-12-06,38.687988,38.769722,37.816147,38.034103,37.285465,4109816
2016-12-07,38.687988,38.824211,37.380222,38.061352,37.312172,3403877
2016-12-08,38.470024,38.687988,38.224819,38.524517,37.766224,2653869
2016-12-09,38.687988,39.232887,38.606251,38.905949,38.140144,3444567
2016-12-12,38.742477,39.777790,38.442780,38.769722,38.006603,4230489
2016-12-13,38.851456,39.151154,38.197575,38.633495,37.873051,2127965
2016-12-14,38.633495,39.123909,38.442780,38.660744,37.899769,2190327
2016-12-15,38.361046,40.268200,38.197575,39.723297,38.941402,5888109
2016-12-16,39.995750,40.322689,39.505341,40.077484,39.288620,4653841
2016-12-19,39.832279,40.649632,39.641563,39.859524,39.074951,3108930
2016-12-20,39.777790,40.104729,38.960438,39.369114,38.594196,2956049
2016-12-21,39.505341,40.458916,39.287376,40.104729,39.315331,2934843
2016-12-22,39.941261,40.268200,38.878700,39.069420,38.300400,1856730
2016-12-23,39.042171,39.341869,38.252068,38.878700,38.113434,2004243
2016-12-26,38.524517,38.878700,37.625427,37.979614,37.232044,1737056
2016-12-27,38.088596,38.851456,37.407471,38.633495,37.873051,2230132
2016-12-28,38.851456,39.151154,38.415535,38.579006,37.819637,2156431
2016-12-29,38.415535,40.186466,38.224819,39.805035,39.021534,3286922
2016-12-30,39.968506,42.039127,39.587074,41.712189,40.891155,9296640
2017-01-02,42.393314,42.393314,41.603207,41.930149,41.104816,4214451
2017-01-03,42.011883,42.175354,41.303513,41.712189,40.891155,2311286
2017-01-04,41.957394,42.938217,41.848415,42.393314,41.558868,3999976
2017-01-05,42.774746,43.374138,42.611275,43.128933,42.280006,4236903
2017-01-06,43.156178,43.537609,42.720257,42.856480,42.012913,2129980
2017-01-09,42.801991,43.346893,42.638519,42.910973,42.066330,1553096
2017-01-10,42.801991,44.245979,42.774746,43.701077,42.840889,5866204
2017-01-11,43.891792,44.463940,43.673832,44.055264,43.188110,2756868
2017-01-12,43.919041,44.273224,43.074444,43.673832,42.814178,2850672
2017-01-13,43.619343,43.864548,42.257092,42.774746,41.932789,3402978
2017-01-16,42.720257,43.810059,42.284336,43.483116,42.627220,2758705
2017-01-17,43.537609,43.728325,42.829235,43.019951,42.173164,1636711
2017-01-18,43.101688,43.973530,42.720257,43.156178,42.306717,2935552
2017-01-19,43.319649,44.136997,42.938217,43.919041,43.054562,2358482
2017-01-20,44.109753,44.681900,41.957394,42.229843,41.398613,5478077
2017-01-23,42.175354,43.047195,41.957394,42.611275,41.772541,1623211
2017-01-24,42.665768,43.728325,42.665768,43.401382,42.547096,2803579
2017-01-25,43.510365,43.782814,42.938217,43.592098,42.734055,3122787
2017-01-27,43.646587,51.084492,43.646587,50.457851,49.464664,45884559
2017-01-30,50.076424,51.166225,49.422543,50.321629,49.331127,17647258
2017-01-31,50.130913,50.921021,46.616299,47.488140,46.553417,19334140
2017-02-01,47.951309,49.749481,47.515388,49.504276,48.529861,12838038
2017-02-02,49.259071,53.209606,48.659679,51.193470,50.185806,24532952
2017-02-03,51.465919,51.956333,50.376118,51.520412,50.506313,8428402
2017-02-06,51.820107,54.599102,51.574902,52.964397,51.921875,14001719
2017-02-07,53.345829,53.345829,49.449787,50.049175,49.064030,13854294
2017-02-08,50.376118,51.820107,49.586010,50.185402,49.197578,11251319
2017-02-09,50.403362,51.438675,49.340805,51.029999,50.025555,6710539
2017-02-10,51.220715,51.738373,50.348873,50.594078,49.598209,5862282
2017-02-13,50.975510,51.029999,49.041111,49.967442,48.983913,3914814
2017-02-14,50.076424,50.185402,48.659679,49.449787,48.476444,6104677
2017-02-15,49.858463,52.719193,49.722237,50.267139,49.277710,21391968
2017-02-16,50.512344,51.493168,49.586010,51.384186,50.372768,6326139
2017-02-17,51.711124,51.956333,50.893772,51.111736,50.105682,3374607
2017-02-20,51.220715,54.353897,51.029999,53.073380,52.028713,16147853
2017-02-21,53.345829,54.054199,52.773685,53.100624,52.055420,6668577
2017-02-22,53.182358,53.563789,51.247959,51.520412,50.506313,8602445
2017-02-23,51.493168,53.236851,51.166225,52.637459,51.601368,10935229
2017-02-27,52.746437,53.236851,51.547657,52.337765,51.307579,4548462
2017-02-28,52.310516,54.898800,51.820107,53.672771,52.616306,14953530
2017-03-01,53.945221,54.244919,52.937153,53.400318,52.349220,4400485
2017-03-02,53.591034,54.435631,50.703060,51.002754,49.998844,7200998
2017-03-03,50.784794,51.929089,50.648567,51.602146,50.586441,7195693
2017-03-06,51.792862,52.228783,51.247959,51.983578,50.960365,4110992
2017-03-07,52.119801,54.163181,51.874596,53.318584,52.269093,9477886
2017-03-08,53.400318,53.972466,51.193470,51.574902,50.559734,5870227
2017-03-09,51.411430,51.683880,50.566833,51.002754,49.998844,4135971
2017-03-10,51.220715,52.038067,50.539589,51.247959,50.239227,3994643
2017-03-14,52.882664,53.945221,52.174294,53.155113,52.108837,9306723
2017-03-15,53.209606,55.470943,52.610214,55.144005,54.058582,17509404
2017-03-16,55.825130,56.642483,55.470943,55.988602,54.886559,13066342
2017-03-17,56.397278,57.432590,55.688904,56.506256,55.394020,11861764
2017-03-20,56.451767,57.105648,55.498192,56.288296,55.180347,4024466
2017-03-21,56.233807,56.887688,55.307472,56.451767,55.340607,4831769
2017-03-22,55.797886,56.506256,55.307472,55.443699,54.352379,3989897
2017-03-23,55.525436,57.350853,55.389210,56.969421,55.848064,7976964
2017-03-24,57.323608,58.304432,56.860443,57.623302,56.489079,9503129
2017-03-27,57.705040,57.705040,56.015846,56.587994,55.474148,6254579
2017-03-28,57.214630,57.677795,56.587994,56.969421,55.848064,4754120
2017-03-29,57.187382,57.350853,56.506256,56.914932,55.794647,3481548
2017-03-30,57.023914,58.031979,56.751461,57.650551,56.515785,13591248
2017-03-31,57.950245,60.048115,57.323608,59.149029,57.984772,12821532
2017-04-03,59.312496,61.192410,58.822086,60.919956,59.720837,8702015
2017-04-05,61.028938,62.908848,60.347813,62.445679,61.216537,7965639
2017-04-06,62.227718,63.290276,62.037003,63.072315,61.830837,5980676
2017-04-07,62.391190,65.142944,62.282211,63.971405,62.712231,10240832
2017-04-10,64.271095,65.742332,63.916916,65.442635,64.154488,8917498
2017-04-11,65.306412,68.385101,64.598038,66.096519,64.795509,20987827
2017-04-12,64.570793,65.115700,59.830154,62.309456,61.082993,16831030
2017-04-13,62.609150,64.025894,61.110672,63.671707,62.418430,9209628
2017-04-17,62.690887,67.676735,62.690887,67.213570,65.890572,10923462
2017-04-18,67.567749,87.565628,67.567749,78.956184,77.402046,170150231
2017-04-19,77.866386,80.917831,75.223618,79.092415,77.535606,43424860
2017-04-20,79.446602,81.408241,78.193329,79.691803,78.123192,15559322
2017-04-21,79.828033,80.917831,78.302307,79.528336,77.962944,10015198
2017-04-24,79.501091,86.721031,79.010681,81.762428,80.153061,31232010
2017-04-25,82.062126,83.724075,80.808853,81.707939,80.099640,14660532
2017-04-26,81.844162,82.579781,63.862423,64.598038,63.326519,82181128
2017-04-27,66.314476,73.752380,61.410370,62.200474,60.976154,143366815
2017-04-28,63.644463,64.679771,58.467899,59.366989,58.198441,72140018
2017-05-02,59.857399,63.372013,58.059223,61.437614,60.228317,57251803
2017-05-03,62.037003,63.154053,59.830154,61.383121,60.174896,32763787
2017-05-04,61.546593,62.472923,61.056183,61.791798,60.575523,16931132
2017-05-05,61.900780,62.881599,59.094540,61.955269,60.735775,22307960
2017-05-08,62.173229,63.208542,60.783733,62.418434,61.189823,15326313
2017-05-09,62.609150,65.333656,61.955269,64.407326,63.139568,23232623
2017-05-10,65.088448,67.486015,64.570793,66.913872,65.596771,22752782
2017-05-11,68.357857,69.093475,63.971405,65.469879,64.181206,42484602
2017-05-12,65.715088,66.941116,63.862423,66.232742,64.929062,20021004
2017-05-15,66.750397,67.131828,65.388145,66.423462,65.116013,13012270
2017-05-16,66.450706,67.840202,65.824066,66.913872,65.596771,12654891
2017-05-17,66.750397,66.941116,65.142944,66.205498,64.902336,10676920
2017-05-18,65.333656,68.575821,64.625282,65.578865,64.288048,18925323
2017-05-19,67.131828,67.812958,65.469879,66.423462,65.116013,11387421
2017-05-22,66.777641,67.758469,65.715088,66.123764,64.822220,10622286
2017-05-23,64.570793,64.625282,59.666683,61.655575,60.441978,23801357
2017-05-24,62.173229,62.881599,60.266075,61.900780,60.682362,11718569
2017-05-25,64.843246,65.061203,62.363945,63.344769,62.097923,17477139
2017-05-26,63.753445,64.189362,62.663643,63.181297,61.937679,7654510
2017-05-29,63.181297,63.208542,59.966381,60.701996,59.507172,8839231
2017-05-30,61.028938,68.003670,59.939137,64.243851,62.979309,38287302
2017-05-31,64.461815,65.769577,62.690887,63.644463,62.391720,15218036
2017-06-01,63.862423,64.679771,63.344769,63.617218,62.365013,10238277
2017-06-02,63.862423,64.707024,63.480991,64.025894,62.765648,7758119
2017-06-05,64.025894,65.224678,63.480991,64.025894,62.765648,8493999
2017-06-06,64.897736,70.183281,64.897736,69.774605,68.401192,69157294
2017-06-07,71.245834,73.289215,70.346748,71.545532,70.137276,44938768
2017-06-08,71.382057,71.709000,69.066231,70.728180,69.335999,15231545
2017-06-09,70.837158,72.580841,69.229698,72.063187,70.644737,16885493
2017-06-12,71.654510,72.580841,69.747360,71.245834,69.843468,9534346
2017-06-13,70.292259,73.997589,70.292259,72.144920,70.724861,22458851
2017-06-14,72.362885,72.853294,71.055122,71.518288,70.110565,7744458
2017-06-15,71.382057,72.989517,70.292259,72.199409,70.778275,9302880
2017-06-16,72.172165,72.689819,71.000633,71.327568,69.923599,7952593
2017-06-19,72.063187,72.662575,71.545532,71.899719,70.484489,6177534
2017-06-20,72.144920,72.144920,70.455727,71.327568,69.923599,6607942
2017-06-21,71.273079,72.417374,71.000633,71.845230,70.431068,7566756
2017-06-22,72.199409,72.580841,70.837158,71.300323,69.896889,7288840
2017-06-23,71.327568,71.436554,67.649490,68.848267,67.493088,10851981
2017-06-27,69.147964,72.417374,67.840202,71.382057,69.977005,10939841
2017-06-28,72.090431,74.487999,71.981453,73.234726,71.793221,26231803
2017-06-29,73.561668,73.888603,72.253899,72.608086,71.178917,7978677
2017-06-30,72.471863,73.180237,71.136856,72.253899,70.831688,7870773
2017-07-03,72.144920,75.714027,71.926964,74.379021,72.914993,17599655
2017-07-04,74.379021,74.896675,72.417374,72.771561,71.339165,6844994
2017-07-05,73.016762,74.106567,72.199409,73.697891,72.247261,8130271
2017-07-06,73.561668,74.161057,72.935028,73.670647,72.220551,5565891
2017-07-07,73.261971,74.106567,72.744316,73.125748,71.686378,3470118
2017-07-10,73.561668,74.052078,73.016762,73.479927,72.033592,1100749
